Company_Names,Jobs,Salery,Location,Industry,About,Review,Rating
Coldex Logistics,--,541, New Delhi ,Logistics,Logistics | New Delhi +17 other locations,114,3.9
Avantel,1,573, Visakhapatnam ,Hardware & Networking,Hardware & Networking | Visakhapatnam +5 other locations,114,4.7
Lexmark International,--,678, Kolkata ,IT Services & Consulting,IT Services & Consulting | Kolkata +3 other locations,114,4.3
TechRBM,27,155, Sahibzada Ajit Singh Nagar ,IT Services & Consulting,IT Services & Consulting | Sahibzada Ajit Singh Nagar +1 other locations,114,2.6
NatureNurture,--,91, New Delhi ,Education & Training,Education & Training | New Delhi +3 other locations,114,3.7
Skanray Technologies,--,628, Mysuru ,Medical Equipment,Medical Equipment | Mysuru +18 other locations,114,4.4
Parekh Group,3,608, Mumbai ,Logistics,Logistics | Mumbai +25 other locations,114,3.7
TEJRAJ PROMOTERS & BUILDERS,44,103, Pune ,Real Estate,Real Estate | Pune +1 other locations,114,3.7
Shrim Bhanu Construction,--,488, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +9 other locations,114,3.7
Mitratech,15,928, Hyderabad ,Software Product,Software Product | Hyderabad +3 other locations,114,3.6
Ingram Micro India Ssc,60,909, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +10 other locations,114,3.8
Nirmaan Organization,12,365, Hyderabad ,Financial Services,Financial Services | Hyderabad +17 other locations,114,4.2
Belden,3,816, Pune ,Industrial Machinery,Industrial Machinery | Pune +8 other locations,114,3.9
Joannou & Paraskevaides,--,541, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +19 other locations,114,4.0
Analog Devices,84,1.1k, Bengaluru ,Semiconductors,Semiconductors | Bengaluru +4 other locations,114,4.6
Hindustan Copper,--,584, Kolkata ,Metals & Mining,Metals & Mining | Kolkata +12 other locations,114,3.8
Ahlcon Parenterals,--,380, Bhiwadi ,Pharma,Pharma | Bhiwadi +6 other locations,115,4.1
Lee & Nee Softwares Exports,13,299, Kolkata,Software Product,Software Product | Kolkata,114,4.2
IL&FS Skills Development Corporation,--,203, New Delhi ,Education & Training,Education & Training | New Delhi +43 other locations,113,4.4
First Data,--,611,N/A,N/A,Mumbai +11 other locations,113,4.1
Quale Infotech,--,140, New Delhi ,IT Services & Consulting,IT Services & Consulting | New Delhi +9 other locations,113,3.6
Statcon Energiaa,1,509, Noida ,Electronics Manufacturing,Electronics Manufacturing | Noida +12 other locations,114,3.4
Sandberg Translation Partners,2,489, New Delhi ,Chemicals,Chemicals | New Delhi +25 other locations,113,4.0
Aagna Global Solutions,--,265, Chennai ,BPO,BPO | Chennai +5 other locations,113,3.1
Lohia Auto Industries,--,451, Kashipur ,Automobile,Automobile | Kashipur +12 other locations,113,4.5
VRP Telematics,6,366, New Delhi ,Retail,Retail | New Delhi +18 other locations,113,3.5
Umano Healthcare,3,110, Faridabad ,Healthcare,Healthcare | Faridabad +17 other locations,113,3.5
Tiwana Oil Mills,--,318, Patiala ,Food Processing,Food Processing | Patiala +34 other locations,113,3.7
Myoung Shin India Automotive,--,466, Chennai ,Auto Components,Auto Components | Chennai +5 other locations,113,3.8
U&D Square Solutions,--,292, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +2 other locations,113,4.2
Rathi Transpower,--,508, Pune ,Industrial Machinery,Industrial Machinery | Pune +5 other locations,113,3.3
Jaycee Punching Solution,7,425, Faridabad ,Electronics Manufacturing,Electronics Manufacturing | Faridabad +17 other locations,113,3.1
Netxcell,4,643, Hyderabad ,Telecom,Telecom | Hyderabad +11 other locations,113,3.2
Gini & Jony,--,435, Mumbai ,Fashion & Textile,Fashion & Textile | Mumbai +24 other locations,113,3.0
Shabari Telecable Network,--,485, Bengaluru ,Facility Management Services,Facility Management Services | Bengaluru +6 other locations,114,3.3
Chetana Publications,--,350, Mumbai ,Printing & Publishing,Printing & Publishing | Mumbai +18 other locations,113,3.8
Le Mei Plastic Manufacturing,--,554, Greater Noida ,Petrochemicals,Petrochemicals | Greater Noida +3 other locations,113,4.2
SIPL,--,649, New Delhi ,IT Services & Consulting,IT Services & Consulting | New Delhi +38 other locations,113,4.0
Vishal Enterprises,--,460, Surat ,Fashion & Textile,Fashion & Textile | Surat +35 other locations,113,3.4
LA Technologies,6,342, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +9 other locations,113,2.7
Sunrise Biztech Systems,4,499, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +3 other locations,113,3.9
Parsvnath Developers,1,395, New Delhi ,Real Estate,Real Estate | New Delhi +10 other locations,113,3.1
JK Organisation,--,582, New Delhi ,Auto Components,Auto Components | New Delhi +31 other locations,113,3.3
2050 Healthcare,--,312, Bengaluru ,Healthcare,Healthcare | Bengaluru +21 other locations,113,3.4
Dexian DISYS,12,665, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +9 other locations,113,4.6
DY Patil University,--,689, Pune ,Education & Training,Education & Training | Pune +11 other locations,114,4.4
HumanHire Corp.,1,43, Jaipur ,IT Services & Consulting,IT Services & Consulting | Jaipur +2 other locations,113,3.9
AddWeb Solution,19,174, Ahmedabad ,IT Services & Consulting,IT Services & Consulting | Ahmedabad +2 other locations,113,3.7
T.R. Sawhney Motors,--,343, New Delhi ,Automobile,Automobile | New Delhi +18 other locations,113,4.1
ADA Tech Solutions Private Limited,109,329, Pune ,BPO,BPO | Pune +6 other locations,113,3.8
Sobha Projects and Trade,--,578, Bengaluru ,Engineering & Construction,Engineering & Construction | Bengaluru +11 other locations,113,3.4
QASolvers,--,52, Varanasi ,EdTech,EdTech | Varanasi +5 other locations,113,4.9
NDTV Network,--,605, New Delhi ,Broadcasting,Broadcasting | New Delhi +8 other locations,113,3.3
Associative,3,51, Pune,Software Product,Software Product | Pune,113,4.1
Drip Capital,29,542, Mumbai ,FinTech,FinTech | Mumbai +4 other locations,113,4.1
Biodeal Pharmaceuticals Limited,2,326, Noida ,Pharma,Pharma | Noida +5 other locations,113,3.2
TaeguTec,--,486, Bengaluru ,Industrial Machinery,Industrial Machinery | Bengaluru +10 other locations,113,3.4
Stallion Laboratories,--,646, Ahmedabad ,Pharma,Pharma | Ahmedabad +6 other locations,113,4.0
Amalgamations Valeo Clutch,--,607, Chennai ,Auto Components,Auto Components | Chennai +5 other locations,113,2.8
Rungta Sons,--,291, Barbil ,Iron & Steel,Iron & Steel | Barbil +13 other locations,113,4.4
Knowcraft Analytics,16,657, Ahmedabad ,Financial Services,Financial Services | Ahmedabad +7 other locations,113,4.4
Advance Power Display Systems,12,270,N/A,N/A,Mumbai +2 other locations,113,3.8
PNG Jewellers,8,362, Pune ,Jewellery,Jewellery | Pune +22 other locations,113,3.0
Dana Group,1,547, Pune ,Pharma,Pharma | Pune +21 other locations,113,3.5
Stratogent Technology Services,8,704, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +2 other locations,113,3.1
Oswal Industries,--,456, Ahmedabad ,Financial Services,Financial Services | Ahmedabad +9 other locations,113,3.7
Agilisium,12,961, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +4 other locations,113,3.6
BramhaCorp,2,590, Pune ,Real Estate,Real Estate | Pune +3 other locations,113,3.6
Vardhman Acrylics,--,542, Bharuch ,Fashion & Textile,Fashion & Textile | Bharuch +10 other locations,113,3.2
Honeywell Aerospace,--,758,N/A,N/A,Bengaluru +6 other locations,113,4.2
Archies,8,536, New Delhi ,Retail,Retail | New Delhi +25 other locations,113,4.2
Kamal Ced Solution,--,377,N/A,N/A,Gurugram +13 other locations,113,4.2
Nkgsb CO-OP Bank,1,455, Mumbai ,Banking,Banking | Mumbai +20 other locations,113,3.2
Versa Drives,10,275, Coimbatore ,Electronics Manufacturing,Electronics Manufacturing | Coimbatore +4 other locations,113,4.1
IT Convergence,--,861, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +2 other locations,113,3.3
Lansum Properties,6,436, Hyderabad ,Real Estate,Real Estate | Hyderabad +2 other locations,114,4.2
Spack Automotives,--,480,N/A,N/A,Greater Noida +11 other locations,113,3.4
Rocket Software,21,1.1k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +6 other locations,119,3.5
DiTech Process Solutions,1,344, Mumbai ,Printing & Publishing,Printing & Publishing | Mumbai +9 other locations,113,4.4
Eduquity Career Technologies,--,533, Bengaluru ,Recruitment,Recruitment | Bengaluru +16 other locations,113,3.9
Consort Builders,3,395, Chandigarh ,Real Estate,Real Estate | Chandigarh +14 other locations,113,3.6
City Corporation Ltd (Amanora),13,541, Pune ,Real Estate,Real Estate | Pune +10 other locations,113,4.4
Outline Systems,--,585, Chandigarh ,IT Services & Consulting,IT Services & Consulting | Chandigarh +5 other locations,113,4.2
Advance Power Display Systems,12,270,N/A,N/A,Mumbai +2 other locations,113,3.4
Kamal Ced Solution,--,377,N/A,N/A,Gurugram +13 other locations,113,3.5
Amalgamations Valeo Clutch,--,607, Chennai ,Auto Components,Auto Components | Chennai +5 other locations,113,4.2
Eduquity Career Technologies,--,533, Bengaluru ,Recruitment,Recruitment | Bengaluru +16 other locations,113,4.4
Versa Drives,10,275, Coimbatore ,Electronics Manufacturing,Electronics Manufacturing | Coimbatore +4 other locations,113,3.7
PNG Jewellers,8,362, Pune ,Jewellery,Jewellery | Pune +22 other locations,113,3.7
Paradigm Realty,7,466, Mumbai ,Real Estate,Real Estate | Mumbai +1 other locations,113,3.9
TopSource,--,345, Pune ,Other,Other | Pune +2 other locations,113,3.2
BARSYL,60,348, Hyderabad ,Railways,Railways | Hyderabad +20 other locations,113,3.4
Bryka Electrosystems & Software,14,169, Mumbai ,Defence & Aerospace,Defence & Aerospace | Mumbai +2 other locations,113,3.7
FitterFly,--,310, Mumbai ,Healthcare,Healthcare | Mumbai +6 other locations,112,3.5
MS Education Academy,--,422, Hyderabad ,Education & Training,Education & Training | Hyderabad +17 other locations,112,3.6
FINE COMPONENTS AND TOOLS,--,588, Bengaluru ,Industrial Machinery,Industrial Machinery | Bengaluru +7 other locations,112,4.3
Kich Architectural Products,4,381, Rajkot ,Building Material,Building Material | Rajkot +24 other locations,112,3.9
Harita Fehrer,--,466, Hosur ,Auto Components,Auto Components | Hosur +5 other locations,112,3.4
Saudi Arabian Airlines,--,275, Mumbai ,Aviation,Aviation | Mumbai +16 other locations,112,4.3
Walmart Labs,--,620,N/A,N/A,Bengaluru +4 other locations,112,4.4
Udaan Express,--,204,N/A,N/A,New Delhi +48 other locations,112,4.1
IG Defence,--,3,N/A,N/A,Bhubaneswar +4 other locations,112,4.3
S.K.B. Builders,--,363, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +17 other locations,112,3.7
Glowlogics Solutions,--,30,N/A,N/A,Bengaluru +5 other locations,112,3.9
Mojj Engineering Systems,--,466, Pune ,Financial Services,Financial Services | Pune +5 other locations,112,4.4
DNV GL,--,482, Mumbai ,"Testing, Inspection and Certification (TIC)","Testing, Inspection and Certification (TIC) | Mumbai +15 other locations",112,4.2
Electrical Manufacturing Company,--,434, New Delhi ,Electrical Equipment,Electrical Equipment | New Delhi +36 other locations,112,3.9
HGS TECHNOLOGIES,--,674, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +16 other locations,112,4.5
Hirotec,--,659, Coimbatore ,Auto Components,Auto Components | Coimbatore +6 other locations,112,3.7
East West Seeds,--,391, Chhatrapati Sambhajinagar ,FMCG,FMCG | Chhatrapati Sambhajinagar +23 other locations,112,3.5
Eris Therapeutics,--,319, Ahmedabad ,Pharma,Pharma | Ahmedabad +23 other locations,112,4.9
Baazi Games,--,707, New Delhi ,IT Services & Consulting,IT Services & Consulting | New Delhi +4 other locations,112,3.1
Armed Forces Tribunal,--,304, New Delhi ,Government,Government | New Delhi +38 other locations,112,2.9
GlobalHunt,--,702, New Delhi ,Recruitment,Recruitment | New Delhi +12 other locations,112,4.1
Classic Legends,--,363,N/A,N/A,Pune +19 other locations,112,3.6
S.K.B. Builders,--,363, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +17 other locations,112,2.9
Meru Accounting,--,199,N/A,N/A,Ahmedabad +3 other locations,112,4.1
Seven Seas Hotel,--,372, New Delhi ,Hospitality,Hospitality | New Delhi +4 other locations,112,4.5
Saurashtra Chemicals,--,446, Porbandar ,Chemicals,Chemicals | Porbandar +6 other locations,112,4.1
Jamia Millia Islamia,--,366, New Delhi ,Education & Training,Education & Training | New Delhi +7 other locations,112,3.2
Rishita Developers,--,399, Lucknow ,Real Estate,Real Estate | Lucknow +3 other locations,112,3.3
C3I Solutions,--,511, Hyderabad ,BPO,BPO | Hyderabad +2 other locations,112,3.6
Gimatex Industries,1,530, Nagpur ,Fashion & Textile,Fashion & Textile | Nagpur +10 other locations,112,3.5
Kich Architectural Products,4,381, Rajkot ,Building Material,Building Material | Rajkot +24 other locations,112,3.5
FINE COMPONENTS AND TOOLS,--,588, Bengaluru ,Industrial Machinery,Industrial Machinery | Bengaluru +7 other locations,112,3.7
VITAE International Accounting Services,4,567, Coimbatore ,Accounting & Auditing,Accounting & Auditing | Coimbatore +2 other locations,112,3.7
New Horizon College of Engineering,--,339, Bengaluru ,Education & Training,Education & Training | Bengaluru +2 other locations,112,3.4
Pentair Water India,1,499, Noida ,Industrial Machinery,Industrial Machinery | Noida +10 other locations,112,3.9
Unimark Remedies,--,335, Vapi ,Pharma,Pharma | Vapi +11 other locations,112,3.2
Bharat Intern,--,69,N/A,N/A,Hyderabad +22 other locations,112,2.8
Stridely Solutions,2,743, Ahmedabad ,IT Services & Consulting,IT Services & Consulting | Ahmedabad +2 other locations,112,4.3
Nirvana Solutions,--,612, Gurugram ,IT Services & Consulting,IT Services & Consulting | Gurugram +8 other locations,112,3.6
Central Board of Secondary Education,--,543, New Delhi ,Government,Government | New Delhi +39 other locations,113,4.0
Credit Information Bureau,--,801,N/A,N/A,Mumbai +7 other locations,112,2.9
Mohan Spintex,1,530, Vijayawada ,Fashion & Textile,Fashion & Textile | Vijayawada +6 other locations,112,4.1
Chanakya IAS Academy,9,368, New Delhi ,Education & Training,Education & Training | New Delhi +22 other locations,112,3.7
Grohe,--,439, Gurugram ,Architecture & Interior Design,Architecture & Interior Design | Gurugram +34 other locations,112,3.7
Poddar Tyres,--,368, Ludhiana ,Auto Components,Auto Components | Ludhiana +17 other locations,112,4.1
Soffit Infrastructure Services,10,304, Kochi ,Real Estate,Real Estate | Kochi +9 other locations,112,3.5
City Hospital,--,468, Nagpur ,Healthcare,Healthcare | Nagpur +38 other locations,112,4.3
Sterling E-Mobility Solutions,7,417, Faridabad ,Auto Components,Auto Components | Faridabad +5 other locations,112,3.5
Globsyn Business School,--,230, Kolkata ,Education & Training,Education & Training | Kolkata +1 other locations,112,4.4
ANS Commerce,--,774, Gurugram ,Internet,Internet | Gurugram +6 other locations,112,3.4
GOOD,--,243, Bengaluru ,Marketing & Advertising,Marketing & Advertising | Bengaluru +30 other locations,112,3.5
Scorg International,--,645, Bengaluru ,Recruitment,Recruitment | Bengaluru +6 other locations,112,3.2
Baazi Games,--,707, New Delhi ,IT Services & Consulting,IT Services & Consulting | New Delhi +4 other locations,112,3.2
Prabhudas Lilladher,2,755, Mumbai ,Financial Services,Financial Services | Mumbai +16 other locations,112,3.4
Ashwini Hospital,--,425, Cuttack ,Healthcare,Healthcare | Cuttack +20 other locations,112,3.2
CNK & Associates,--,575, Mumbai ,Accounting & Auditing,Accounting & Auditing | Mumbai +9 other locations,112,3.4
Tatsuno India,2,434, Navi Mumbai ,Oil & Gas,Oil & Gas | Navi Mumbai +17 other locations,112,3.7
MSL Group,6,534, New Delhi ,Education & Training,Education & Training | New Delhi +19 other locations,112,3.2
BMD Private Limited,--,451, Banswara ,Engineering & Construction,Engineering & Construction | Banswara +12 other locations,112,3.6
Ingenuity Gaming,2,903, Noida ,Food Processing,Food Processing | Noida +6 other locations,112,3.3
CISB,--,385, Mumbai ,Law Enforcement & Security,Law Enforcement & Security | Mumbai +34 other locations,112,3.5
GoldenSource,5,906, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +7 other locations,112,4.1
AVASO Technology Solutions,1,704, Sahibzada Ajit Singh Nagar ,IT Services & Consulting,IT Services & Consulting | Sahibzada Ajit Singh Nagar +10 other locations,112,3.2
Nureca Limited,6,407, Chandigarh ,Medical Equipment,Medical Equipment | Chandigarh +15 other locations,112,3.7
VProtect,--,335,N/A,N/A,Gurugram +8 other locations,112,3.2
XL Laboratories,--,476, Bhiwadi ,Pharma,Pharma | Bhiwadi +8 other locations,112,3.3
ITDOSE INFOSYSTEMS,16,464, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +6 other locations,112,3.5
Pickyourtrail,5,559, Chennai ,Travel & Tourism,Travel & Tourism | Chennai +6 other locations,112,3.9
PVR PROJECTS,6,425, Hyderabad ,Engineering & Construction,Engineering & Construction | Hyderabad +11 other locations,112,3.7
Velocity Software Solutions,--,348, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +6 other locations,112,3.5
Loylty Rewardz Mngt,--,937, Mumbai ,Software Product,Software Product | Mumbai +7 other locations,112,3.1
AVASO Technology Solutions,1,704, Sahibzada Ajit Singh Nagar ,IT Services & Consulting,IT Services & Consulting | Sahibzada Ajit Singh Nagar +10 other locations,112,3.9
Migsun Group,--,568, Ghaziabad ,Real Estate,Real Estate | Ghaziabad +7 other locations,112,4.1
National Dairy Development Board,--,443, Anand ,Food Processing,Food Processing | Anand +22 other locations,112,4.3
BPL,--,379, Bengaluru ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Bengaluru +30 other locations,112,3.1
Associated Power Structures,1,366, Vadodara ,Oil & Gas,Oil & Gas | Vadodara +24 other locations,112,3.4
Concept Pharmaceuticals,13,426, Mumbai ,Pharma,Pharma | Mumbai +22 other locations,112,2.7
Mobily Infotech,10,850, Bengaluru ,Telecom,Telecom | Bengaluru +4 other locations,112,3.5
Choksi Laboratories,6,487, Indore ,Pharma,Pharma | Indore +7 other locations,112,3.9
Prodocs Solutions,4,307,N/A,N/A,Mumbai +3 other locations,112,3.3
Velocity Software Solutions,--,348, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +6 other locations,112,3.5
Pickyourtrail,5,559, Chennai ,Travel & Tourism,Travel & Tourism | Chennai +6 other locations,112,3.6
PVR PROJECTS,6,425, Hyderabad ,Engineering & Construction,Engineering & Construction | Hyderabad +11 other locations,112,3.5
Sage IT,28,829, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +7 other locations,112,4.2
Information Dynamics,1,1.1k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +6 other locations,112,4.5
Techjays,--,224, Coimbatore ,IT Services & Consulting,IT Services & Consulting | Coimbatore +2 other locations,112,3.7
Vatsal Technosoft,--,27, Ahmedabad ,IT Services & Consulting,IT Services & Consulting | Ahmedabad +6 other locations,112,4.4
Axis Risk Consulting Services,--,729,N/A,N/A,Gurugram +12 other locations,112,3.8
Bangalore Baptist Hospital,9,352, Bengaluru ,Healthcare,Healthcare | Bengaluru +1 other locations,112,3.7
Room to Read,37,294, New Delhi ,Non-Profit,Non-Profit | New Delhi +25 other locations,112,2.9
Baidyanath Minerals,41,127, Mumbai ,Metals & Mining,Metals & Mining | Mumbai +1 other locations,112,3.4
Affinity Global Advertising,25,682, Pune ,Marketing & Advertising,Marketing & Advertising | Pune +5 other locations,112,4.3
Aster Pharmacy,--,425, Bengaluru ,Pharma,Pharma | Bengaluru +14 other locations,112,4.1
Funfirst Global Skillers,10,257, Mumbai ,EdTech,EdTech | Mumbai +20 other locations,112,4.2
HH Global,5,1.2k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +11 other locations,112,4.0
Claas,2,510, Chandigarh ,Industrial Machinery,Industrial Machinery | Chandigarh +8 other locations,112,3.8
ATS Group,--,831, Pune ,Engineering & Construction,Engineering & Construction | Pune +13 other locations,112,3.9
Kesoram Industries,--,522, Kolkata ,Auto Components,Auto Components | Kolkata +23 other locations,112,3.7
Stonemen Crafts,4,478, Agra ,Furniture & Furnishing,Furniture & Furnishing | Agra +7 other locations,112,3.9
India Kawasaki Motors Pvt. Ltd.,--,691, Pune ,Automobile,Automobile | Pune +8 other locations,112,4.1
TRACKS AND TOWERS INFRATECH,2,488, Hyderabad ,Engineering & Construction,Engineering & Construction | Hyderabad +23 other locations,112,4.4
Driver Logistics,1,451, Bengaluru ,Logistics,Logistics | Bengaluru +23 other locations,112,4.6
Obbserv Online Services,2,140,N/A,N/A,Udaipur +3 other locations,112,3.6
Snovasys,--,283, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +1 other locations,112,3.7
Mindspace Outsourcing Services,10,283,N/A,N/A,Jaipur +1 other locations,112,4.2
Pixis,1,653, Bengaluru ,Internet,Internet | Bengaluru +3 other locations,112,3.9
Kama Jewelry,--,167, Mumbai ,Jewellery,Jewellery | Mumbai +2 other locations,112,3.9
Hatch Associates India,1,581, Gurugram ,Electronics Manufacturing,Electronics Manufacturing | Gurugram +3 other locations,112,4.0
Forbes Technosys,--,460, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +26 other locations,111,4.1
Essel Infraprojects,--,464, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +21 other locations,111,3.9
National Corporation for Tourism & Hotels,--,207, Abu Dhabi ,Travel & Tourism,Travel & Tourism | Abu Dhabi +12 other locations,111,3.8
SHREE AMBA INDUSTRIES,--,416, Roorkee ,Auto Components,Auto Components | Roorkee +14 other locations,111,3.4
Aamby Valley City,11,327, Pune ,Real Estate,Real Estate | Pune +7 other locations,111,4.5
Lakshmi Hyundai,--,424, Hyderabad ,Automobile,Automobile | Hyderabad +7 other locations,111,3.5
Klizo Solutions,4,132, Kolkata,IT Services & Consulting,IT Services & Consulting | Kolkata,111,3.3
Encore Healthcare,--,365, Chhatrapati Sambhajinagar ,Pharma,Pharma | Chhatrapati Sambhajinagar +12 other locations,111,3.8
Feat Systems,--,326, Mumbai ,Financial Services,Financial Services | Mumbai +6 other locations,111,3.9
Mahindra Powerol,--,512, Pune ,Industrial Machinery,Industrial Machinery | Pune +38 other locations,111,4.1
Ramani Ice Cream Co.,--,396, Bhopal ,Food Processing,Food Processing | Bhopal +18 other locations,111,3.1
Gurit India,--,485, Chennai ,Internet,Internet | Chennai +8 other locations,111,4.2
Mobicule Technologies,6,606, Mumbai ,Software Product,Software Product | Mumbai +8 other locations,111,4.1
Maharashtra State Power Generation Company,--,206, Nagpur ,Power,Power | Nagpur +17 other locations,112,4.1
Vasant Chemicals,--,403, Hyderabad ,Chemicals,Chemicals | Hyderabad +4 other locations,111,3.6
DP Chocolates,--,467, Baddi ,Food Processing,Food Processing | Baddi +13 other locations,111,3.6
Affordplan,--,465, New Delhi ,FinTech,FinTech | New Delhi +15 other locations,111,4.0
Tata Communications Payment Solutions,--,390, Mumbai ,Financial Services,Financial Services | Mumbai +22 other locations,111,4.2
Al Bawani Co.,--,197, Riyadh ,Engineering & Construction,Engineering & Construction | Riyadh +7 other locations,111,3.8
RETAIL HUB SOLUTIONS,--,236, Mumbai ,Retail,Retail | Mumbai +38 other locations,111,3.4
Udaipur Cement Works,--,496, Udaipur ,Building Material,Building Material | Udaipur +12 other locations,111,3.2
PhillipCapital,6,776, Mumbai ,Financial Services,Financial Services | Mumbai +8 other locations,111,3.7
Hemmersbach,11,535, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +8 other locations,111,3.3
Atulaya Healthcare,4,373, Chandigarh ,Healthcare,Healthcare | Chandigarh +14 other locations,111,3.7
BYD India,9,630, Chennai ,Automobile,Automobile | Chennai +13 other locations,111,4.1
Gvr Technolabs,9,450, Bengaluru ,Engineering & Construction,Engineering & Construction | Bengaluru +28 other locations,111,4.7
Kanchan Metals,2,436, Greater Noida ,Industrial Machinery,Industrial Machinery | Greater Noida +7 other locations,111,3.5
Bop Realty,6,290, Noida ,Real Estate,Real Estate | Noida +8 other locations,111,3.2
NextGen Invent,8,352, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +5 other locations,111,2.9
Le Marche,4,387, New Delhi ,Retail,Retail | New Delhi +3 other locations,111,4.6
Cube Construction Engineering,4,494, Vadodara ,Engineering & Construction,Engineering & Construction | Vadodara +11 other locations,111,3.7
Senrysa Technologies,1,314, Kolkata ,IT Services & Consulting,IT Services & Consulting | Kolkata +10 other locations,112,3.6
Voltas Beko Home Appliances,--,497,N/A,N/A,Ahmedabad +13 other locations,112,3.1
Blackboard Education and Reseach Foundation,3,529, Noida ,EdTech,EdTech | Noida +5 other locations,111,3.9
Integer Telecom Services,--,335,N/A,N/A,Noida +6 other locations,111,4.3
Sankei Giken,--,437, Bawal ,Auto Components,Auto Components | Bawal +5 other locations,111,3.2
SRM Techsol,--,274, Lucknow ,IT Services & Consulting,IT Services & Consulting | Lucknow +1 other locations,111,4.1
Yellow Banana Food Company,--,428, Mumbai ,Hospitality,Hospitality | Mumbai +5 other locations,111,2.9
Prose Technologies,--,542,N/A,N/A,Pune +28 other locations,117,3.4
Lark Laboratories (I),--,330, Bhiwadi ,Pharma,Pharma | Bhiwadi +13 other locations,111,2.8
anovIP,4,335, New Delhi ,Legal,Legal | New Delhi +4 other locations,111,3.7
Tanisha Systems,8,681, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +3 other locations,111,4.0
Marwadi University,--,391, Rajkot ,Education & Training,Education & Training | Rajkot +6 other locations,111,3.1
Paloma Turning,--,381, Bengaluru ,Industrial Machinery,Industrial Machinery | Bengaluru +6 other locations,111,3.2
Vertoz,9,445, Mumbai ,Marketing & Advertising,Marketing & Advertising | Mumbai +7 other locations,111,3.2
Emeritus,30,518,N/A,N/A,Mumbai +4 other locations,111,3.5
Oriental Rubber Industries,--,670, Pune ,Petrochemicals,Petrochemicals | Pune +6 other locations,112,3.6
Transworld Group of Companies,2,532, Mumbai ,Logistics,Logistics | Mumbai +17 other locations,111,3.6
Jio Haptik,16,724, Mumbai ,Emerging Technologies,Emerging Technologies | Mumbai +8 other locations,111,4.7
Mersen,--,544, Bengaluru ,Industrial Machinery,Industrial Machinery | Bengaluru +7 other locations,111,3.9
Avant Garde Industries,3,74, Mumbai ,Industrial Machinery,Industrial Machinery | Mumbai +3 other locations,111,3.7
Dynata,12,714, Hyderabad ,Analytics & KPO,Analytics & KPO | Hyderabad +10 other locations,111,3.5
Input Zero Technologies,12,562, Bengaluru ,Analytics & KPO,Analytics & KPO | Bengaluru +7 other locations,111,2.3
Indus Health Plus,3,445, Pune ,Fitness & Wellness,Fitness & Wellness | Pune +17 other locations,111,3.5
Vymo Technologies,14,993, Bengaluru ,Software Product,Software Product | Bengaluru +3 other locations,111,3.5
Zenith Industrial Rubber Products,4,501, Mumbai ,Petrochemicals,Petrochemicals | Mumbai +13 other locations,111,3.1
Fi,--,596, Bengaluru ,FinTech,FinTech | Bengaluru +4 other locations,111,3.2
TableSpace Technologies,--,522, Bengaluru ,Real Estate,Real Estate | Bengaluru +7 other locations,111,3.5
Raja Software Labs,15,669, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +1 other locations,111,3.5
21K School,--,259, Bengaluru ,EdTech,EdTech | Bengaluru +9 other locations,111,3.6
Lighthouse Learning,34,674,N/A,N/A,Mumbai +16 other locations,119,3.6
India Ratings & Research,--,614, Mumbai ,Financial Services,Financial Services | Mumbai +12 other locations,111,3.9
Applied Solar Technologies India,--,448, New Delhi ,Internet,Internet | New Delhi +18 other locations,111,4.8
Plan International,26,356, New Delhi ,Non-Profit,Non-Profit | New Delhi +26 other locations,111,3.9
SuperProcure,10,275, Kolkata ,Software Product,Software Product | Kolkata +5 other locations,111,3.9
